name,location,rate_per_sqft,area_in_sqft,area_type,property_title,property_type,bhk_type,price_in_cr
sheetal dharohar,sheetal dharohar,5500,2350,super,sheetal dharohar,flat,3,1.29
celestial living,celestial living,4600,1760,super,celestial living,flat,3,0.8096
savya skyz,savya skyz,5000,1500,super,savya skyz,flat,3,0.75
north enclave,north enclave,8888,810,carpet,north enclave,flat,3,0.72
amravilla bungalow,amravilla bungalow,17896,6426,super,amravilla bungalow,house,5,11.5
the beaumonde,the beaumonde,7200,5250,built-up,the beaumonde,flat,4,3.78
adani aster neo,adani aster neo,6727,1100,super,adani aster neo,flat,2,0.74
maple greens residency,maple greens residency,7160,2025,super,maple greens residency,flat,3,1.45
saiyamm apricus 2,saiyamm apricus 2,6500,4000,super,saiyamm apricus 2,flat,4,2.6
navratna kalhaar bungalows,navratna kalhaar bungalows,12875,7767,super,navratna kalhaar bungalows,flat,4,10
orchid finsbury,orchid finsbury,4500,1769,super,orchid finsbury,flat,3,0.7961
orchid finsbury,orchid finsbury,4500,1769,super,orchid finsbury,flat,3,0.7961
the meadows by adani realty,the meadows by adani realty,6407,1350,super,the meadows by adani realty,flat,2,0.865
gala haven,gala haven,4865,1300,super,gala haven,flat,2,0.6325
aristo anandam,aristo anandam,5262,1755,super,aristo anandam,flat,3,0.9235
water lily by adani realty,water lily by adani realty,7869,3550,super,water lily by adani realty,flat,4,2.79
kaveri soham vistara,kaveri soham vistara,7096,1550,super,kaveri soham vistara,flat,3,1.1
kaveri soham vivanta,kaveri soham vivanta,5787,1745,super,kaveri soham vivanta,flat,3,1.01
a shridhar kaveri trisara,a shridhar kaveri trisara,5447,1285,super,a shridhar kaveri trisara,flat,2,0.7
aster by adani realty,aster by adani realty,5761,1215,super,aster by adani realty,flat,2,0.7
gala haven,gala haven,5000,1300,super,gala haven,flat,2,0.65
sharanya altura,sharanya altura,9607,1760,super,sharanya altura,flat,3,0.93
"shilaj, ahmedabad, ahmedabad west","shilaj, ahmedabad, ahmedabad west",12157,4113,built-up,"shilaj, ahmedabad, ahmedabad west",house,4,5
adani aster neo,adani aster neo,11428,1230,built-up,adani aster neo,flat,2,0.8
amogha by adani realty,amogha by adani realty,6587,1518,built-up,amogha by adani realty,flat,3,1
ambrosia,ambrosia,8108,3700,super,ambrosia,flat,4,3
trogon centre court,trogon centre court,5990,4257,super,trogon centre court,flat,4,2.55
kaveri soham vivanta,kaveri soham vivanta,10676,1745,super,kaveri soham vivanta,flat,3,0.9
saiyamm apricus 2,saiyamm apricus 2,11818,4000,built-up,saiyamm apricus 2,flat,4,2.6
sharanya altura,sharanya altura,4886,1760,super,sharanya altura,flat,3,0.86
avirat silver brook 2,avirat silver brook 2,9814,1760,built-up,avirat silver brook 2,flat,3,0.95
saar saayam,saar saayam,4800,3320,super,saar saayam,flat,4,1.59
adani embrace,adani embrace,12916,1200,super,adani embrace,flat,3,1.55
adani embrace,adani embrace,12272,1100,super,adani embrace,flat,3,1.35
the taurus by shivanta,the taurus by shivanta,5205,3420,super,the taurus by shivanta,flat,4,1.78
dharohar by sheetal,dharohar by sheetal,5489,2350,super,dharohar by sheetal,flat,4,1.29
aaryavart aranyam,aaryavart aranyam,6500,4380,super,aaryavart aranyam,flat,4,2.85
aaryavart aranyam,aaryavart aranyam,6500,4770,super,aaryavart aranyam,flat,4,3.1
aaryavart aranyam,aaryavart aranyam,6500,4540,super,aaryavart aranyam,flat,4,2.95
samatva amaryllis,samatva amaryllis,6000,3326,super,samatva amaryllis,flat,4,2
paarijat,paarijat,5500,3200,super,paarijat,flat,4,1.76
shivalik greenfield,shivalik greenfield,5767,2653,super,shivalik greenfield,flat,3,1.53
ganesh legacy,ganesh legacy,4444,3060,super,ganesh legacy,flat,4,1.36
tremont,tremont,4781,2259,super,tremont,flat,3,1.08
satatya syril 2,satatya syril 2,8503,3213,super,satatya syril 2,flat,4,1.5
dharohar by sheetal,dharohar by sheetal,5538,3250,super,dharohar by sheetal,flat,4,1.8
paarijat,paarijat,5500,2800,super,paarijat,flat,3,1.54
tremont,tremont,4762,3087,super,tremont,flat,4,1.47
samatva amaryllis,samatva amaryllis,6000,2625,super,samatva amaryllis,flat,3,1.58
abhishree orchard,abhishree orchard,3017,8784,plot,abhishree orchard,house,2,2.65
shaligram lakeview,shaligram lakeview,6216,1850,super,shaligram lakeview,flat,3,1.15
vaikunth,vaikunth,18956,3123,built-up,vaikunth,house,4,5.92
vaikunth,vaikunth,18252,3501,built-up,vaikunth,house,4,6.39
vaikunth,vaikunth,18234,3510,built-up,vaikunth,house,4,6.4
vaikunth,vaikunth,18889,3150,built-up,vaikunth,house,4,5.95
vaikunth,vaikunth,16442,3501,built-up,vaikunth,house,4,5.76
vaikunth,vaikunth,16429,3510,built-up,vaikunth,house,4,5.77
vaikunth,vaikunth,16975,3150,built-up,vaikunth,house,4,5.35
vaikunth,vaikunth,16990,3141,built-up,vaikunth,house,4,5.34
vaikunth,vaikunth,17020,3123,built-up,vaikunth,house,4,5.32
kaveri soham vivanta,kaveri soham vivanta,5709,1550,super,kaveri soham vivanta,flat,3,0.885
the west park by adani realty,the west park by adani realty,15151,4950,plot,the west park by adani realty,land,4,7.5
akshainine bunglows,akshainine bunglows,18518,4320,super,akshainine bunglows,house,5,8
garden bunglows,garden bunglows,24111,2700,super,garden bunglows,house,4,6.51
shafalya renown,shafalya renown,4534,1698,super,shafalya renown,flat,3,0.77
adani aster neo,adani aster neo,6042,1200,super,adani aster neo,flat,2,0.7251
trident experia,trident experia,3889,1800,super,trident experia,flat,3,0.7
amogha by adani realty,amogha by adani realty,6209,1530,super,amogha by adani realty,flat,3,0.95
amogha by adani realty,amogha by adani realty,6000,1200,super,amogha by adani realty,flat,2,0.72
r r solution,r r solution,5260,2376,super,r r solution,flat,3,1.25
r r solution,r r solution,5490,1548,super,r r solution,flat,3,0.85
the storeys golf coast,the storeys golf coast,8000,7025,super,the storeys golf coast,flat,4,5.62
shivalik green filed,shivalik green filed,6106,2653,super,shivalik green filed,flat,4,1.62
adani embrace,adani embrace,6575,2555,built-up,adani embrace,flat,3,1.68
bsa paarijat at shantigram,bsa paarijat at shantigram,6811,3230,built-up,bsa paarijat at shantigram,flat,4,2.2
ambrosia by adani realty,ambrosia by adani realty,7216,3700,built-up,ambrosia by adani realty,flat,4,2.67
ambrosia by adani realty,ambrosia by adani realty,7250,3200,built-up,ambrosia by adani realty,flat,4,2.32
green view,green,6723,2335,super,green view,flat,3,1.57
the storeys,the storeys,6500,7575,built-up,the storeys,flat,5,4.92
the storeys,the storeys,6500,6560,built-up,the storeys,flat,4,4.26
celestial living,celestial living,5525,3475,built-up,celestial living,flat,4,1.92
everest aastha grandeur,everest aastha grandeur,16895,3060,super,everest aastha grandeur,house,4,5.17
saar saayam,saar saayam,556,29880,super,saar saayam,flat,4,1.66
status 55,status 55,6222,2511,super,status 55,flat,3,1.56
status 55,status 55,6222,2358,super,status 55,flat,3,1.47
orchid finsbury,orchid finsbury,5935,1769,super,orchid finsbury,flat,3,1.05
the beaumonde,the beaumonde,7200,5250,super,the beaumonde,flat,4,3.78
ivory orchards,ivory orchards,5681,1760,super,ivory orchards,flat,3,1
sharanya altura,sharanya altura,5681,1760,built-up,sharanya altura,flat,3,1
aashray aurum,aashray aurum,5795,1760,super,aashray aurum,flat,3,1.02
aashray atulyam,aashray atulyam,6802,1470,super,aashray atulyam,flat,3,1
bakeri shyaswa sarovar,bakeri shyaswa sarovar,7250,6351,super,bakeri shyaswa sarovar,flat,4,4.6
aaryan aranyam,aaryan aranyam,7000,6925,super,aaryan aranyam,flat,5,4.85
aaryan aranyam,aaryan aranyam,6500,6145,super,aaryan aranyam,flat,4,3.99
aaryan aranyam,aaryan aranyam,6500,4770,super,aaryan aranyam,flat,4,3.1
aaryan aranyam,aaryan aranyam,6500,4640,super,aaryan aranyam,flat,4,3.02
aaryan aranyam,aaryan aranyam,6500,4540,super,aaryan aranyam,flat,4,2.95
aaryan aranyam,aaryan aranyam,6500,4230,super,aaryan aranyam,flat,4,2.75
the beaumonde,the beaumonde,7200,5241,super,the beaumonde,house,4,3.77
sarang lake view,sarang lake,4777,2250,built-up,sarang lake view,flat,3,1.08
shilp skyline,shilp skyline,10000,1723,carpet,shilp skyline,flat,4,1.72
shilp serene,shilp serene,5257,1750,super,shilp serene,flat,3,0.92
safal glade one,safal glade one,3949,7344,super,safal glade one,house,2,2.9
navratna kalhaar blues and greens,navratna kalhaar blues and greens,7760,14175,super,navratna kalhaar blues and greens,house,2,11
navratna kalhaar blues and greens,navratna kalhaar blues and greens,6156,13824,super,navratna kalhaar blues and greens,house,2,8.51
shantikrupa the otherside,shantikrupa the otherside,4514,7200,super,shantikrupa the otherside,flat,2,3.25
nirvana green,nirvana green,2437,19494,super,nirvana green,flat,1,4.75
water lily by adani realty,water lily by adani realty,7761,6120,super,water lily by adani realty,flat,5,4.75
adani aster neo,adani aster neo,5975,1205,super,adani aster neo,flat,2,0.72
motherland magnate lifestyle,motherland magnate lifestyle,5556,1440,super,motherland magnate lifestyle,flat,3,0.8
celestial living,celestial living,4700,1760,super,celestial living,flat,3,0.8272
sg shiv ganesh,sg shiv ganesh,9478,611,carpet,sg shiv ganesh,flat,2,0.58
the meadows by adani realty,the meadows by adani realty,6140,2280,super,the meadows by adani realty,flat,3,1.4
the meadows by adani realty,the meadows by adani realty,8607,1775,super,the meadows by adani realty,flat,3,0.98
swarnim dharti,swarnim dharti,4278,1800,super,swarnim dharti,flat,3,0.77
adani la marina,adani la marina,12966,2198,super,adani la marina,flat,4,2.85
water lily by adani realty,water lily by adani realty,7603,2433,super,water lily by adani realty,flat,3,1.85
soham dev parisar,soham dev parisar,4377,1485,super,soham dev parisar,flat,3,0.65
samprath residency,samprath residency,4755,1577,super,samprath residency,flat,3,0.75
altezza eva,altezza eva,4493,1825,super,altezza eva,flat,3,0.82
saayam,saayam,4705,3655,super,saayam,flat,4,1.72
keraliya awadh habitat,keraliya awadh habitat,5396,1575,super,keraliya awadh habitat,flat,3,0.85
sun setu,sun setu,4637,3450,super,sun setu,flat,4,1.6
sankalp gwala,sankalp gwala,5224,1761,super,sankalp gwala,flat,3,0.92
trident elanzza,trident elanzza,8588,850,carpet,trident elanzza,flat,3,0.73
prime nature greens,prime nature greens,17857,2520,super,prime nature greens,flat,4,4.5
aster by adani realty,aster by adani realty,9571,1215,super,aster by adani realty,flat,2,0.67
the meadows by adani realty,the meadows by adani realty,9426,1220,carpet,the meadows by adani realty,flat,3,1.15
sharanya altura,sharanya altura,5909,1760,super,sharanya altura,flat,3,1.04
avirat silver brook 2,avirat silver brook 2,5634,1750,super,avirat silver brook 2,flat,3,0.986
green view,green,12850,1284,carpet,green view,flat,3,1.65
kautilya 99,kautilya 99,4850,1134,super,kautilya 99,flat,2,0.55
shubh green,shubh green,6614,1890,super,shubh green,flat,3,1.25
keshar samruddham,keshar samruddham,5454,990,super,keshar samruddham,flat,2,0.54
navratna kalhaar bungalows,navratna kalhaar bungalows,13889,16704,super,navratna kalhaar bungalows,house,5,23.2
navratna kalhaar bungalows,navratna kalhaar bungalows,12778,9450,super,navratna kalhaar bungalows,house,5,12.07
shilaj sky,shilaj sky,4658,1782,super,shilaj sky,flat,3,0.83
siddhi vinayak prospera,siddhi vinayak prospera,5556,1350,super,siddhi vinayak prospera,flat,2,0.75
magnate lifestyle,magnate lifestyle,5640,1197,super,magnate lifestyle,flat,2,0.6751
samvaad sonnet,samvaad sonnet,5000,1440,super,samvaad sonnet,flat,3,0.72
suramya seven,suramya seven,11111,10800,super,suramya seven,house,5,12
vivan eminence,vivan eminence,8547,702,carpet,vivan eminence,flat,2,0.6
nirvana green,nirvana green,2116,18198,super,nirvana green,flat,1,3.85
ambrosia by adani realty,ambrosia by adani realty,7715,3707,super,ambrosia by adani realty,flat,4,2.86
ambrosia by adani realty,ambrosia by adani realty,7816,3211,super,ambrosia by adani realty,flat,4,2.51
aster by adani realty,aster by adani realty,7364,3707,super,aster by adani realty,flat,4,2.73
ambrosia by adani realty,ambrosia by adani realty,7380,3211,super,ambrosia by adani realty,flat,4,2.37
bsa paarijat at shantigram,bsa paarijat at shantigram,7739,3230,super,bsa paarijat at shantigram,flat,4,2.5
bsa paarijat at shantigram,bsa paarijat at shantigram,7151,3230,super,bsa paarijat at shantigram,flat,4,2.31
adani embrace,adani embrace,8189,1966,super,adani embrace,flat,3,1.61
adani embrace,adani embrace,5798,1966,super,adani embrace,flat,3,1.14
adani aster neo,adani aster neo,11442,690,carpet,adani aster neo,flat,2,0.79
108 yards,108 yards,4783,1798,super,108 yards,flat,3,0.86
paramba parambaug,paramba parambaug,1924,10917,super,paramba parambaug,flat,1,2.1
shantigram adani shantigram,shantigram adani shantigram,9009,5550,super,shantigram adani shantigram,flat,4,5
kaveri soham vivanta,kaveri soham vivanta,5300,1745,super,kaveri soham vivanta,flat,3,0.9249
adani embrace,adani embrace,6099,2164,super,adani embrace,flat,3,1.32
adani la marina,adani la marina,16210,2282,carpet,adani la marina,flat,4,3.7
ambrosia by adani realty,ambrosia by adani realty,13801,2065,carpet,ambrosia by adani realty,flat,4,2.85
safal glade one,safal glade one,4591,11565,super,safal glade one,flat,3,5.31
aryaman bunglow shilaj,aryaman bunglow shilaj,16763,5733,super,aryaman bunglow shilaj,flat,5,9.61
dharti madhuvan 54,dharti madhuvan 54,7200,2635,super,dharti madhuvan 54,flat,3,1.9
"sanand, ahmedabad, ahmedabad west","sanand, ahmedabad, ahmedabad west",11103,11709,built-up,"sanand, ahmedabad, ahmedabad west",house,4,13
navratna kalhaar bungalows,navratna kalhaar bungalows,14444,7263,built-up,navratna kalhaar bungalows,house,4,10.49
dharti madhuvan 54,dharti madhuvan 54,6800,2540,super,dharti madhuvan 54,flat,3,1.73
navratna kalhaar bungalows,navratna kalhaar bungalows,13889,13500,built-up,navratna kalhaar bungalows,flat,4,18.75
the west park by adani realty,the west park by adani realty,11851,6750,super,the west park by adani realty,house,4,8
the storeys,the storeys,8982,7793,super,the storeys,flat,4,7
satatya syril 2,satatya syril 2,11666,993,built-up,satatya syril 2,flat,3,1.16
satatya syril 2,satatya syril 2,4666,2349,built-up,satatya syril 2,flat,3,1.1
satatya syril 2,satatya syril 2,11666,1360,built-up,satatya syril 2,flat,4,1.59
panache,panache,11666,954,built-up,panache,flat,3,1.11
panache,panache,11666,1288,built-up,panache,flat,4,1.5
the nest,the nest,6063,2754,built-up,the nest,flat,3,1.67
the nest,the nest,15199,954,built-up,the nest,flat,3,1.45
the nest,the nest,6094,3528,built-up,the nest,flat,4,2.15
the nest,the nest,6093,3348,built-up,the nest,flat,4,2.04
shantikrupa the otherside,shantikrupa the otherside,47058,1700,plot,shantikrupa the otherside,land,3,8
shree siddhi ganesh legacy,shree siddhi ganesh legacy,11747,1041,built-up,shree siddhi ganesh legacy,flat,3,1.22
shree siddhi ganesh legacy,shree siddhi ganesh legacy,5000,2394,built-up,shree siddhi ganesh legacy,flat,3,1.2
shree siddhi ganesh legacy,shree siddhi ganesh legacy,5000,2349,built-up,shree siddhi ganesh legacy,flat,3,1.17
shree siddhi ganesh legacy,shree siddhi ganesh legacy,5000,3285,built-up,shree siddhi ganesh legacy,flat,4,1.64
shree siddhi ganesh legacy,shree siddhi ganesh legacy,5000,3186,built-up,shree siddhi ganesh legacy,flat,4,1.59
shree siddhi ganesh legacy,shree siddhi ganesh legacy,5000,2565,built-up,shree siddhi ganesh legacy,flat,3,1.28
atlantis elevate,atlantis elevate,4444,2250,built-up,atlantis elevate,flat,3,1
atlantis elevate,atlantis elevate,11904,1512,built-up,atlantis elevate,flat,4,1.8
atlantis elevate,atlantis elevate,11111,1512,built-up,atlantis elevate,flat,4,1.68
atlantis elevate,atlantis elevate,11111,1044,built-up,atlantis elevate,flat,3,1.16
ambrosia by adani realty,ambrosia by adani realty,18411,1482,built-up,ambrosia by adani realty,flat,4,2.73
divya heights,divya heights,5000,2727,super,divya heights,flat,3,1.36
shivanta the taurus,shivanta the taurus,13333,1627,built-up,shivanta the taurus,flat,4,2.17
shilp skyline,shilp skyline,12433,1689,carpet,shilp skyline,flat,4,2.1
the storey golf coast,the storey golf coast,16597,4820,carpet,the storey golf coast,flat,5,8
the storey golf coast,the storey golf coast,18111,3865,carpet,the storey golf coast,flat,4,7
brookstone,brookstone,5300,3850,built-up,brookstone,flat,3,2.04
brookstone,brookstone,5300,2620,built-up,brookstone,flat,3,1.39
satvam shilaj sky,satvam shilaj sky,4843,1755,super,satvam shilaj sky,flat,3,0.85
